title,imdb_id,imdb_url,imdb_score,budget_in_millions,month_of_release,year_of_release,duration_in_hours,main_lang,total_number_languages,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor2_name,main_actor2_is_female,main_actor3_name,main_actor3_is_female,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
A Passage to India,tt0087892,http://www.imdb.com/title/tt0087892/,7.4,8,12,1984,2.716666667,English,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Judy Davis,1,Alec Guinness,0,Peggy Ashcroft,1,7,David Lean,0,1,none,0,none,Columbia Pictures,4,United Kingdom,2
A Perfect Getaway,tt0971209,http://www.imdb.com/title/tt0971209/,6.5,14,6,2009,1.633333333,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Milla Jovovich,1,Timothy Olyphant,0,Steve Zahn,0,12,David Twohy,0,1,Mark Canton,6,Tracy Adams,Davis Entertainment,5,United States of America,1
A Perfect Murder,tt0120787,http://www.imdb.com/title/tt0120787/,6.4,60,6,1998,1.783333333,العربية,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michael Douglas,0,Gwyneth Paltrow,1,Viggo Mortensen,0,11,Andrew Davis,0,1,Peter Macgregor-Scott,4,Dennis Virkler,Kopelson Entertainment,2,United States of America,1
A Perfect World,tt0107808,http://www.imdb.com/title/tt0107808/,7.5,30,11,1993,2.3,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kevin Costner,0,Clint Eastwood,0,Laura Dern,1,29,Clint Eastwood,0,1,Clint Eastwood,3,Joel Cox,Malpaso Productions,2,United States of America,1
A Prairie Home Companion,tt0420087,http://www.imdb.com/title/tt0420087/,6.8,10,6,2006,1.75,English,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Meryl Streep,1,Lindsay Lohan,1,Virginia Madsen,1,15,Robert Altman,0,1,Robert Altman,6,Jacob Craycroft,River Road Entertainment,5,United States of America,1
A Room with a View,tt0091867,http://www.imdb.com/title/tt0091867/,7.5,3,12,1985,1.95,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Maggie Smith,1,Helena Bonham Carter,1,Denholm Elliott,0,25,James Ivory,0,1,Ismail Merchant,1,Humphrey Dixon,Goldcrest Films International,3,United Kingdom,1
A Scanner Darkly,tt0405296,http://www.imdb.com/title/tt0405296/,7.1,8.7,5,2006,1.666666667,English,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Keanu Reeves,0,Winona Ryder,1,Woody Harrelson,0,16,Richard Linklater,0,1,Jonah Smith,7,Sandra Adair,Thousand Words,4,United States of America,1
A Serious Man,tt1019452,http://www.imdb.com/title/tt1019452/,7,7,10,2009,1.75,English,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Stuhlbarg,0,Richard Kind,0,Fred Melamed,0,18,Ethan Coen,0,2,Ethan Coen,2,Ethan Coen,Mike Zoss Productions,5,United States of America,3
A Single Man,tt1315981,http://www.imdb.com/title/tt1315981/,7.6,7,10,2009,1.683333333,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colin Firth,0,Julianne Moore,1,Nicholas Hoult,0,21,Tom Ford,0,1,Chris Weitz,4,Joan Sobel,Depth of Field,3,United States of America,1
A Star Is Born,tt0047522,http://www.imdb.com/title/tt0047522/,7.9,5.01977,9,1954,3.016666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Judy Garland,1,James Mason,0,Jack Carson,0,10,George Cukor,0,1,Vern Alves,2,Folmar Blangsted,Transcona Enterprises,2,United States of America,1
A Star Is Born,tt0075265,http://www.imdb.com/title/tt0075265/,6.5,6,12,1976,2.316666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Barbra Streisand,1,Kris Kristofferson,0,Gary Busey,0,10,Frank Pierson,0,1,Jon Peters,2,none,Barwood Films,2,United States of America,1
A Streetcar Named Desire,tt0044081,http://www.imdb.com/title/tt0044081/,8.1,1.8,9,1951,2.083333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vivien Leigh,1,Marlon Brando,0,Kim Hunter,1,19,Elia Kazan,0,1,Charles K. Feldman,1,David Weisbart,Charles K. Feldman Group,2,United States of America,1
A Time to Kill,tt0117913,http://www.imdb.com/title/tt0117913/,7.4,40,7,1996,2.483333333,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Matthew McConaughey,0,Sandra Bullock,1,Samuel L. Jackson,0,23,Joel Schumacher,0,1,Arnon Milchan,4,William Steinkamp,Regency Enterprises,2,United States of America,1
A View to a Kill,tt0090264,http://www.imdb.com/title/tt0090264/,6.3,30,5,1985,2.183333333,English,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roger Moore,0,Christopher Walken,0,Tanya Roberts,1,42,John Glen,0,1,Albert R. Broccoli,3,Peter Davies,Eon Productions,1,France,4
A Walk to Remember,tt0281358,http://www.imdb.com/title/tt0281358/,7.4,11,1,2002,1.683333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mandy Moore,1,Shane West,0,Peter Coyote,0,31,Adam Shankman,0,1,Denise Di Novi,2,Emma E. Hickox,DiNovi Pictures,4,United States of America,1
A Woman of Affairs,tt0019591,http://www.imdb.com/title/tt0019591/,8,0.383,12,1928,1.516666667,No Language,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greta Garbo,1,John Gilbert,0,Lewis Stone,0,8,Clarence Brown,0,1,none,0,Hugh Wynn,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
A.I. Artificial Intelligence,tt0212720,http://www.imdb.com/title/tt0212720/,7.1,100,6,2001,2.433333333,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Haley Joel Osment,0,Frances OConnor,1,Sam Robards,0,23,Steven Spielberg,0,1,Bonnie Curtis,3,Michael Kahn,DreamWorks SKG,4,United States of America,1
About a Boy,tt0276751,http://www.imdb.com/title/tt0276751/,7.1,27,4,2002,1.683333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hugh Grant,0,Nicholas Hoult,0,Toni Collette,1,32,Chris Weitz,0,2,Tim Bevan,5,Nick Moore,Universal Pictures,1,United Kingdom,2
About Schmidt,tt0257360,http://www.imdb.com/title/tt0257360/,7.2,30,12,2002,2.083333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Nicholson,0,Kathy Bates,1,Hope Davis,1,14,Alexander Payne,0,1,Michael Besman,2,Kevin Tent,New Line Cinema,2,United States of America,1
Above the Law,tt0094602,http://www.imdb.com/title/tt0094602/,5.9,7.5,4,1988,1.65,English,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Seagal,0,Pam Grier,1,Henry Silva,0,6,Andrew Davis,0,1,Andrew Davis,2,Michael Brown,Warner Bros.,1,Hong Kong,2
Absence of Malice,tt0081974,http://www.imdb.com/title/tt0081974/,6.9,12,12,1981,1.933333333,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Paul Newman,0,Sally Field,1,Bob Balaban,0,10,Sydney Pollack,0,1,Sydney Pollack,1,Sheldon Kahn,Columbia Pictures Corporation,2,United States of America,1
Absolute Power,tt0118548,http://www.imdb.com/title/tt0118548/,6.7,50,2,1997,2.016666667,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Clint Eastwood,0,Gene Hackman,0,Ed Harris,0,11,Clint Eastwood,0,1,Clint Eastwood,3,Joel Cox,Columbia Pictures,3,United States of America,1
Accepted,tt0384793,http://www.imdb.com/title/tt0384793/,6.5,23,8,2006,1.55,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Justin Long,0,Jonah Hill,0,Blake Lively,1,33,Steve Pink,0,1,Michael Bostick,2,none,Universal Pictures,2,United States of America,1
Accident,tt0061328,http://www.imdb.com/title/tt0061328/,7.1,0.6,2,1967,1.75,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dirk Bogarde,0,Stanley Baker,0,Jacqueline Sassard,1,15,Joseph Losey,0,1,Joseph Losey,2,Reginald Beck,Royal Avenue Chelsea,1,United Kingdom,1
Ace in the Hole,tt0043338,http://www.imdb.com/title/tt0043338/,8.2,1.821052,6,1951,1.85,Latin,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirk Douglas,0,Jan Sterling,1,Robert Arthur,0,32,Billy Wilder,0,1,Billy Wilder,1,Arthur P. Schmidt,Paramount Pictures,1,United States of America,1
Ace Ventura: Pet Detective,tt0109040,http://www.imdb.com/title/tt0109040/,6.9,15,2,1994,1.433333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Carrey,0,Sean Young,1,Courteney Cox,1,19,Tom Shadyac,0,1,James G. Robinson,1,Don Zimmerman,Warner Bros.,2,United States of America,1
Ace Ventura: When Nature Calls,tt0112281,http://www.imdb.com/title/tt0112281/,6.2,30,11,1995,1.5,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Carrey,0,Ian McNeice,0,Simon Callow,0,15,Steve Oedekerk,0,1,James G. Robinson,3,Malcolm Campbell,O Entertainment,2,United States of America,1
Adaptation.,tt0268126,http://www.imdb.com/title/tt0268126/,7.8,19,12,2002,1.9,English,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Cage,0,Meryl Streep,1,Chris Cooper,0,25,Spike Jonze,0,1,Jonathan Demme,3,Eric Zumbrunnen,Beverly Detroit,6,United States of America,1
Adventureland,tt1091722,http://www.imdb.com/title/tt1091722/,6.8,9.5,4,2009,1.783333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jesse Eisenberg,0,Kristen Stewart,1,Martin Starr,0,17,Greg Mottola,0,1,Sidney Kimmel,3,Anne McCabe,Miramax Films,3,United States of America,1
Æon Flux,tt0402022,http://www.imdb.com/title/tt0402022/,5.5,62,11,2005,1.55,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charlize Theron,1,Marton Csokas,0,Jonny Lee Miller,0,19,Karyn Kusama,1,1,Gale Anne Hurd,7,Peter Honess,Paramount Pictures,6,United States of America,1
After Hours,tt0088680,http://www.imdb.com/title/tt0088680/,7.7,4.5,9,1985,1.616666667,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Griffin Dunne,0,Rosanna Arquette,1,Verna Bloom,1,17,Martin Scorsese,0,1,Robert F. Colesberry,3,Thelma Schoonmaker,Double Play,2,United States of America,1
After the Sunset,tt0367479,http://www.imdb.com/title/tt0367479/,6.3,60,11,2004,1.616666667,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pierce Brosnan,0,Salma Hayek,1,Woody Harrelson,0,35,Brett Ratner,0,1,Beau Flynn,7,Mark Helfrich,New Line Cinema,3,United States of America,1
Agora,tt1186830,http://www.imdb.com/title/tt1186830/,7.2,70,5,2009,2.116666667,English,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rachel Weisz,1,Max Minghella,0,Oscar Isaac,0,73,Alejandro Amenábar,0,1,Fernando Bovaira,1,Nacho Ruiz Capillas,Himenóptero,7,Spain,1
Air Bud,tt0118570,http://www.imdb.com/title/tt0118570/,5,3,8,1997,1.633333333,English,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Zegers,0,Wendy Makkena,1,Michael Jeter,0,8,Charles Martin Smith,0,1,none,0,none,Walt Disney Pictures,1,Canada,2
Air Force One,tt0118571,http://www.imdb.com/title/tt0118571/,6.4,85,7,1997,2.066666667,English,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harrison Ford,0,Gary Oldman,0,Glenn Close,1,38,Wolfgang Petersen,0,1,Wolfgang Petersen,4,Richard Francis-Bruce,Columbia Pictures Corporation,3,Germany,2
Airplane!,tt0080339,http://www.imdb.com/title/tt0080339/,7.8,3.5,7,1980,1.466666667,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Hays,0,Julie Hagerty,1,Kareem Abdul-Jabbar,0,23,Jim Abrahams,0,3,Jon Davison,3,Patrick Kennedy,Paramount Pictures,1,United States of America,1
Airport,tt0065377,http://www.imdb.com/title/tt0065377/,6.6,10,3,1970,2.283333333,Italiano,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Burt Lancaster,0,Dean Martin,0,Jean Seberg,1,44,George Seaton,0,1,Ross Hunter,1,Stuart Gilmore,Universal Pictures,2,United States of America,1
Airport 1975,tt0071110,http://www.imdb.com/title/tt0071110/,5.4,3,10,1974,1.783333333,English,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charlton Heston,0,Karen Black,1,Gloria Swanson,1,30,Jack Smight,0,1,William Frye,1,J. Terry Williams,Universal Pictures,1,United States of America,1
Airport 77,tt0075648,http://www.imdb.com/title/tt0075648/,5.5,6,3,1977,1.9,English,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jack Lemmon,0,Lee Grant,1,Brenda Vaccaro,1,21,Jerry Jameson,0,1,William Frye,1,J. Terry Williams,Universal Pictures,1,United States of America,1
Aladdin,tt0103639,http://www.imdb.com/title/tt0103639/,8,28,11,1992,1.5,English,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scott Weinger,0,Robin Williams,0,Linda Larkin,1,24,Ron Clements,0,2,Ron Clements,2,H. Lee Peterson,Walt Disney Pictures,1,United States of America,1
Alatriste,tt0395119,http://www.imdb.com/title/tt0395119/,6.1,24,9,2006,2.416666667,Español,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Viggo Mortensen,0,Elena Anaya,1,Unax Ugalde,0,16,Agustín Díaz Yanes,0,1,Antonio Cardenal,2,José Salcedo,Twentieth Century Fox Film Corporation,4,Spain,1
Alexander,tt0346491,http://www.imdb.com/title/tt0346491/,5.5,155,11,2004,2.916666667,English,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colin Farrell,0,Angelina Jolie,1,Val Kilmer,0,51,Oliver Stone,0,1,Moritz Borman,7,Yann Hervé,France 3 Cinéma,8,France,6
Alexanders Ragtime Band,tt0029852,http://www.imdb.com/title/tt0029852/,7.1,2,5,1938,1.766666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Tyrone Power,0,Alice Faye,1,Don Ameche,0,28,Henry King,0,1,none,0,Barbara McLean,Twentieth Century Fox Film Corporation,1,United States of America,1
Alfie,tt0375173,http://www.imdb.com/title/tt0375173/,6.2,60,10,2004,1.716666667,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jude Law,0,Marisa Tomei,1,Omar Epps,0,17,Charles Shyer,0,1,Elaine Pope,2,Padraic McKinley,Paramount Pictures,2,United Kingdom,2
Ali,tt0248667,http://www.imdb.com/title/tt0248667/,6.7,107,12,2001,2.616666667,English,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Will Smith,0,Jamie Foxx,0,Jon Voight,0,56,Michael Mann,0,1,Michael Mann,4,Stephen E. Rivkin,Columbia Pictures Corporation,1,United States of America,1
Alice in Wonderland,tt0043274,http://www.imdb.com/title/tt0043274/,7.4,3,7,1951,1.25,English,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kathryn Beaumont,1,Verna Felton,1,Ed Wynn,0,15,Hamilton Luske,0,3,Walt Disney,1,Lloyd L. Richardson,RKO Radio Pictures,2,United States of America,1
Alice in Wonderland,tt0164993,http://www.imdb.com/title/tt0164993/,6.2,21,2,1999,2.5,English,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tina Majorino,1,Robbie Coltrane,0,Ben Kingsley,0,48,Nick Willing,0,1,none,0,Alex Mackie,NBC,3,Germany,3
Alice in Wonderland,tt1014759,http://www.imdb.com/title/tt1014759/,6.5,200,3,2010,1.8,English,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mia Wasikowska,1,Johnny Depp,0,Anne Hathaway,1,35,Tim Burton,0,1,Katterli Frauenfelder,7,Chris Lebenzon,Walt Disney Pictures,5,United States of America,1
Alice Sweet Alice,tt0076150,http://www.imdb.com/title/tt0076150/,6.5,0.34,11,1976,1.633333333,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Linda Miller,1,Mildred Clinton,1,Paula E. Sheppard,1,15,Alfred Sole,0,1,none,0,none,Harristown Funding,1,United States of America,1
Alien,tt0078748,http://www.imdb.com/title/tt0078748/,8.5,11,5,1979,1.95,English,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Tom Skerritt,0,Sigourney Weaver,1,Veronica Cartwright,1,10,Ridley Scott,0,1,David Giler,4,Terry Rawlings,Twentieth Century Fox Film Corporation,2,United Kingdom,2
Alien Nation,tt0094631,http://www.imdb.com/title/tt0094631/,6.2,16,10,1988,1.516666667,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,James Caan,0,Mandy Patinkin,0,Terence Stamp,0,12,Graham Baker,0,1,Gale Anne Hurd,2,Kent Beyda,Twentieth Century Fox Film Corporation,2,United States of America,1
Alien: Resurrection,tt0118583,http://www.imdb.com/title/tt0118583/,6.3,70,11,1997,1.816666667,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sigourney Weaver,1,Winona Ryder,1,Brad Dourif,0,25,Jean-Pierre Jeunet,0,1,Bill Badalato,5,Hervé Schneid,Twentieth Century Fox Film Corporation,2,United States of America,1
Alien³,tt0103644,http://www.imdb.com/title/tt0103644/,6.4,50,5,1992,1.9,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sigourney Weaver,1,Charles S. Dutton,0,Charles Dance,0,25,David Fincher,0,1,David Giler,4,Terry Rawlings,Twentieth Century Fox Film Corporation,2,United Kingdom,2
Aliens,tt0090605,http://www.imdb.com/title/tt0090605/,8.5,18.5,7,1986,2.283333333,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sigourney Weaver,1,Michael Biehn,0,James Remar,0,26,James Cameron,0,1,Gale Anne Hurd,1,Ray Lovejoy,Twentieth Century Fox Film Corporation,3,United Kingdom,2
Aliens in the Attic,tt0775552,http://www.imdb.com/title/tt0775552/,5.4,45,7,2009,1.433333333,English,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carter Jenkins,0,Austin Butler,0,Kevin Nealon,0,18,John Schultz,0,1,none,0,none,Twentieth Century Fox Film Corporation,5,Canada,2
Alive,tt0106246,http://www.imdb.com/title/tt0106246/,7,32,1,1993,2,English,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethan Hawke,0,Vincent Spano,0,Bruce Ramsay,0,15,Frank Marshall,0,1,Kathleen Kennedy,2,Michael Kahn,Paramount Pictures,2,United States of America,1
All About Eve,tt0042192,http://www.imdb.com/title/tt0042192/,8.4,1.4,11,1950,2.3,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bette Davis,1,Anne Baxter,1,George Sanders,0,21,Joseph L. Mankiewicz,0,1,Darryl F. Zanuck,1,Barbara McLean,Twentieth Century Fox Film Corporation,1,United States of America,1
All About Steve,tt0881891,http://www.imdb.com/title/tt0881891/,4.8,15,9,2009,1.65,Español,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandra Bullock,1,Thomas Haden Church,0,Bradley Cooper,0,18,Phil Traill,0,1,Sandra Bullock,3,Rod Dean,Dune Entertainment,5,United States of America,1
All About the Benjamins,tt0278295,http://www.imdb.com/title/tt0278295/,5.6,14,3,2002,1.583333333,English,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Cube,0,Mike Epps,0,Tommy Flanagan,0,7,Kevin Bray,0,1,none,0,none,New Line Cinema,1,United States of America,1
All Dogs Go to Heaven,tt0096787,http://www.imdb.com/title/tt0096787/,6.6,13.8,11,1989,1.483333333,English,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burt Reynolds,0,Dom DeLuise,0,Judith Barsi,1,16,Don Bluth,0,3,Don Bluth,3,John K. Carr,United Artists,3,Ireland,3
All or Nothing,tt0286261,http://www.imdb.com/title/tt0286261/,7.6,9,5,2002,2.133333333,العربية,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Corden,0,Timothy Spall,0,Ruth Sheen,1,29,Mike Leigh,0,1,Alain Sarde,2,Lesley Walker,Les Films Alain Sarde,2,France,2
All Quiet on the Western Front,tt0020629,http://www.imdb.com/title/tt0020629/,8.1,1.25,4,1930,2.216666667,English,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lew Ayres,0,Arnold Lucy,0,John Wray,0,21,Lewis Milestone,0,1,Carl Laemmle Jr.,1,Milton Carruth,Universal Pictures,1,United States of America,1
All the Presidents Men,tt0074119,http://www.imdb.com/title/tt0074119/,8,8.5,4,1976,2.3,Español,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Robert Redford,0,Dustin Hoffman,0,Jack Warden,0,52,Alan J. Pakula,0,1,Walter Coblenz,3,Robert L. Wolfe,Wildwood Enterprises,2,United States of America,1
Alligator,tt0080354,http://www.imdb.com/title/tt0080354/,5.9,1.5,7,1980,1.516666667,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Robert Forster,0,Robin Riker,1,Michael V. Gazzo,0,20,Lewis Teague,0,1,Mark L. Rosen,2,Larry Bock,Alligator Inc,1,United States of America,1
Almost Famous,tt0181875,http://www.imdb.com/title/tt0181875/,8,60,9,2000,2.033333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Kate Hudson,1,Billy Crudup,0,Frances McDormand,1,44,Cameron Crowe,0,1,Ian Bryce,6,Joe Hutshing,Columbia Pictures,3,United States of America,1
Along Came a Spider,tt0164334,http://www.imdb.com/title/tt0164334/,6.3,60,4,2001,1.733333333,English,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Morgan Freeman,0,Monica Potter,1,Michael Wincott,0,11,Lee Tamahori,0,1,David Brown,2,Nicolas De Toth,Paramount Pictures,6,Canada,3
Along Came Polly,tt0343135,http://www.imdb.com/title/tt0343135/,5.9,42,1,2004,1.5,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ben Stiller,0,Jennifer Aniston,1,Philip Seymour Hoffman,0,26,John Hamburg,0,1,Danny DeVito,3,Nick Moore,Jersey Films,2,United States of America,1
"Alphaville, une étrange aventure de Lemmy Caution",tt0058898,http://www.imdb.com/title/tt0058898/,7.3,0.22,5,1965,1.666666667,Français,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Eddie Constantine,0,Anna Karina,1,Akim Tamiroff,0,10,Jean-Luc Godard,0,1,none,0,Agnès Guillemot,Filmstudio,3,Italy,2
Altered,tt0457275,http://www.imdb.com/title/tt0457275/,5.7,8,1,2006,1.466666667,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Adam Kaufman,0,Brad William Henke,0,Misty Rosas,1,8,Eduardo Sánchez,0,1,Robin Cowie,2,Michael Cronin,Rogue Pictures,2,United States of America,1
Altered States,tt0080360,http://www.imdb.com/title/tt0080360/,6.9,15,12,1980,1.7,English,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,William Hurt,0,Blair Brown,1,Bob Balaban,0,20,Ken Russell,0,1,Howard Gottfried,1,Eric Jenkins,Warner Bros.,1,United States of America,1
Always,tt0096794,http://www.imdb.com/title/tt0096794/,6.4,31,12,1989,2.033333333,English,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Richard Dreyfuss,0,Holly Hunter,1,John Goodman,0,7,Steven Spielberg,0,1,Steven Spielberg,3,Michael Kahn,Universal Pictures,3,United States of America,1
Amadeus,tt0086879,http://www.imdb.com/title/tt0086879/,8.4,18,10,1984,2.666666667,English,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,F. Murray Abraham,0,Tom Hulce,0,Elizabeth Berridge,1,60,Miloš Forman,0,1,Saul Zaentz,1,Michael Chandler,Warner Bros.,1,United States of America,1
American Beauty,tt0169547,http://www.imdb.com/title/tt0169547/,8.5,15,9,1999,2.033333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Spacey,0,Annette Bening,1,Thora Birch,1,41,Sam Mendes,0,1,Bruce Cohen,2,Christopher Greenbury,DreamWorks SKG,2,United States of America,1
American Dreamz,tt0465142,http://www.imdb.com/title/tt0465142/,5.5,17,3,2006,1.783333333,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hugh Grant,0,Dennis Quaid,0,Mandy Moore,1,48,Paul Weitz,0,1,Paul Weitz,3,Myron I. Kerstein,Universal Pictures,2,United States of America,1
