title,imdb_id,imdb_url,imdb_score,budget_in_millions,month_of_release,year_of_release,duration_in_hours,main_lang,total_number_languages,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor2_name,main_actor2_is_female,main_actor3_name,main_actor3_is_female,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,tt0059797,http://www.imdb.com/title/tt0059797/,7,5.6,6,1965,2.3,English,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stuart Whitman,0,Sarah Miles,1,James Fox,0,25,Ken Annakin,0,1,Stan Margulies,1,Anne V. Coates,Twentieth Century-Fox Productions,1,United Kingdom,1
Three Fugitives,tt0098471,http://www.imdb.com/title/tt0098471/,5.9,15,1,1989,1.6,English,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nick Nolte,0,Martin Short,0,Sarah Rowland Doroff,1,7,Francis Veber,0,1,none,0,none,Touchstone Pictures,2,United States of America,1
Three Kings,tt0120188,http://www.imdb.com/title/tt0120188/,7.2,75,9,1999,1.9,English,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,George Clooney,0,Mark Wahlberg,0,Ice Cube,0,17,David O. Russell,0,1,Charles Roven,3,Robert K. Lambert,Village Roadshow Pictures,6,United States of America,1
Throw Momma from the Train,tt0094142,http://www.imdb.com/title/tt0094142/,6.2,14,12,1987,1.466666667,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danny DeVito,0,Billy Crystal,0,Kim Greist,1,22,Danny DeVito,0,1,Larry Brezner,1,Michael Jablow,Orion Pictures,1,United States of America,1
Thumbelina,tt0111419,http://www.imdb.com/title/tt0111419/,6.3,28,3,1994,1.45,English,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jodi Benson,1,Gino Conforti,0,Barbara Cook,1,16,Gary Goldman,0,2,none,0,Fiona Trayler,Don Bluth,1,Ireland,2
Thunderball,tt0059800,http://www.imdb.com/title/tt0059800/,7,5.5,12,1965,2.166666667,English,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sean Connery,0,Claudine Auger,1,Adolfo Celi,0,19,Terence Young,0,1,Albert R. Broccoli,3,Ernest Hosler,Eon Productions,2,Bahamas,4
Thunderbirds,tt0167456,http://www.imdb.com/title/tt0167456/,4.2,57,7,2004,1.583333333,English,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brady Corbet,0,Soren Fulton,0,Debora Weston,1,28,Jonathan Frakes,0,1,Tim Bevan,5,Martin Walsh,Studio Canal,3,United Kingdom,2
THX 1138,tt0066434,http://www.imdb.com/title/tt0066434/,6.8,0.777,3,1971,1.433333333,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Robert Duvall,0,Donald Pleasence,0,Don Pedro Colley,0,14,George Lucas,0,1,Edward Folger,2,George Lucas,American Zoetrope,2,United States of America,1
Tideland,tt0410764,http://www.imdb.com/title/tt0410764/,6.6,12,9,2005,2,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jodelle Ferland,1,Janet McTeer,1,Jennifer Tilly,1,8,Terry Gilliam,0,1,Jeremy Thomas,2,Lesley Walker,Recorded Picture Company (RPC),1,Canada,2
Tigerland,tt0170691,http://www.imdb.com/title/tt0170691/,7.1,10,9,2000,1.683333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Colin Farrell,0,Matthew Davis,0,Clifton Collins Jr,0,7,Joel Schumacher,0,1,none,0,Mark Stevens,Regency Enterprises,4,Germany,2
Time Walker,tt0084796,http://www.imdb.com/title/tt0084796/,2.8,0.75,11,1982,1.383333333,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Ben Murphy,0,Nina Axelrod,1,Kevin Brophy,0,19,Tom Kennedy,0,1,Jason Williams,2,none,Wescom Productions,2,United States of America,1
Timecop,tt0111438,http://www.imdb.com/title/tt0111438/,5.8,27,9,1994,1.65,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Jean-Claude Van Damme,0,Mia Sara,1,Ron Silver,0,15,Peter Hyams,0,1,Moshe Diamant,2,Steven Kemper,Universal Pictures,6,Japan,2
Timeline,tt0300556,http://www.imdb.com/title/tt0300556/,5.6,80,11,2003,1.933333333,English,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Paul Walker,0,Frances OConnor,1,Gerard Butler,0,16,Richard Donner,0,1,Richard Donner,3,Richard Marks,Paramount Pictures,5,United States of America,1
Tinker Bell,tt0823671,http://www.imdb.com/title/tt0823671/,6.8,48,10,2008,1.3,English,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mae Whitman,1,Kristin Chenoweth,1,Raven-Symoné,1,19,Bradley Raymond,0,1,Jeannine Roussel,1,Mark W. Rosenbaum,DisneyToon Studios,3,India,2
Titan A.E.,tt0120913,http://www.imdb.com/title/tt0120913/,6.6,75,6,2000,1.566666667,English,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matt Damon,0,Bill Pullman,0,Drew Barrymore,1,8,Gary Goldman,0,2,Gary Goldman,3,Paul Martin Smith,Twentieth Century Fox Film Corporation,3,United States of America,1
Titanic,tt0115392,http://www.imdb.com/title/tt0115392/,5.9,13,11,1996,2.883333333,English,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Peter Gallagher,0,George C. Scott,0,Catherine Zeta-Jones,1,52,Robert Lieberman,0,1,Rocky Lang,3,Tod Feuerman,American Zoetrope,1,Canada,2
Titanic,tt0120338,http://www.imdb.com/title/tt0120338/,7.7,200,11,1997,3.233333333,English,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kate Winslet,1,Leonardo DiCaprio,0,Frances Fisher,1,136,James Cameron,0,1,James Cameron,2,Conrad Buff IV,Paramount Pictures,3,United States of America,1
TMNT,tt0453556,http://www.imdb.com/title/tt0453556/,6.4,34,3,2007,1.5,English,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Evans,0,Sarah Michelle Gellar,1,Mako,0,15,Kevin Munroe,0,1,Thomas K. Gray,2,John Damien Ryan,The Weinstein Company,5,United States of America,1
To Catch a Thief,tt0048728,http://www.imdb.com/title/tt0048728/,7.5,2.5,8,1955,1.766666667,Français,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Cary Grant,0,Grace Kelly,1,Jessie Royce Landis,1,10,Alfred Hitchcock,0,1,Alfred Hitchcock,1,George Tomasini,Paramount Pictures,1,United States of America,1
To Die For,tt0114681,http://www.imdb.com/title/tt0114681/,6.8,20,5,1995,1.766666667,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicole Kidman,1,Matt Dillon,0,Joaquin Phoenix,0,14,Gus Van Sant,0,1,Laura Ziskin,3,Curtiss Clayton,The Rank Organisation,2,United States of America,1
To Kill a Mockingbird,tt0056592,http://www.imdb.com/title/tt0056592/,8.4,2,12,1962,2.15,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Gregory Peck,0,Brock Peters,0,James Anderson,0,56,Robert Mulligan,0,1,Alan J. Pakula,4,Aaron Stell,Universal Pictures,1,United States of America,1
To Rome with Love,tt1859650,http://www.imdb.com/title/tt1859650/,6.3,17,4,2012,1.85,Italiano,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ellen Page,1,Woody Allen,0,Jesse Eisenberg,0,17,Woody Allen,0,1,none,0,none,Gravier Productions,4,Italy,3
Tombstone,tt0108358,http://www.imdb.com/title/tt0108358/,7.9,25,12,1993,2.166666667,English,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kurt Russell,0,Val Kilmer,0,Sam Elliott,0,42,George P. Cosmatos,0,1,Sean Daniel,3,Frank J. Urioste,Hollywood Pictures,2,United States of America,1
Tommy,tt0073812,http://www.imdb.com/title/tt0073812/,6.6,5,3,1975,1.85,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oliver Reed,0,Ann-Margret,1,Roger Daltrey,0,15,Ken Russell,0,1,Robert Stigwood,2,Stuart Baird,Columbia Pictures,3,United Kingdom,1
Tomorrow Never Dies,tt0120347,http://www.imdb.com/title/tt0120347/,6.4,110,12,1997,1.983333333,Deutsch,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pierce Brosnan,0,Jonathan Pryce,0,Michelle Yeoh,1,34,Roger Spottiswoode,0,1,Barbara Broccoli,2,Michel Arcand,Eon Productions,1,United Kingdom,2
Tooth Fairy,tt0808510,http://www.imdb.com/title/tt0808510/,5,48,1,2010,1.683333333,English,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dwayne Johnson,0,Stephen Merchant,0,Ashley Judd,1,38,Michael Lembeck,0,1,none,0,none,Dune Entertainment,6,Canada,2
Tootsie,tt0084805,http://www.imdb.com/title/tt0084805/,7.4,21,12,1982,1.933333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dustin Hoffman,0,Jessica Lange,1,Teri Garr,1,45,Sydney Pollack,0,1,Sydney Pollack,3,Fredric Steinkamp,Columbia Pictures Corporation,5,United States of America,1
Top Gun,tt0092099,http://www.imdb.com/title/tt0092099/,6.8,15,5,1986,1.833333333,English,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tom Cruise,0,Kelly McGillis,1,Val Kilmer,0,15,Tony Scott,0,1,Jerry Bruckheimer,2,Chris Lebenzon,Paramount Pictures,1,United States of America,1
Top Hat,tt0027125,http://www.imdb.com/title/tt0027125/,7.9,0.609,9,1935,1.683333333,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Fred Astaire,0,Ginger Rogers,1,Edward Everett Horton,0,8,Mark Sandrich,0,1,Pandro S. Berman,1,William Hamilton,RKO Radio Pictures,1,United States of America,1
Top Secret!,tt0088286,http://www.imdb.com/title/tt0088286/,7.2,9,6,1984,1.5,English,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Val Kilmer,0,Lucy Gutteridge,1,Peter Cushing,0,14,Jim Abrahams,0,3,Jon Davison,2,Françoise Bonnot,Paramount Pictures,1,United Kingdom,2
Topper,tt0029682,http://www.imdb.com/title/tt0029682/,7.5,0.5,7,1937,1.616666667,English,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Constance Bennett,1,Cary Grant,0,Roland Young,0,49,Norman Z. McLeod,0,1,Hal Roach,2,William H. Terhune,Hal Roach Studios,1,United States of America,1
Torn Curtain,tt0061107,http://www.imdb.com/title/tt0061107/,6.7,3,7,1966,2.133333333,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Paul Newman,0,Julie Andrews,1,Lila Kedrova,1,11,Alfred Hitchcock,0,1,Alfred Hitchcock,1,Bud Hoffman,Universal Pictures,1,United States of America,1
Total Recall,tt0100802,http://www.imdb.com/title/tt0100802/,7.5,65,6,1990,1.883333333,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Arnold Schwarzenegger,0,Sharon Stone,1,Rachel Ticotin,1,21,Paul Verhoeven,0,1,Ronald Shusett,2,Frank J. Urioste,TriStar Pictures,3,United States of America,1
Total Recall,tt1386703,http://www.imdb.com/title/tt1386703/,6.3,125,8,2012,2.016666667,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Colin Farrell,0,Kate Beckinsale,1,Jessica Biel,1,26,Len Wiseman,0,1,Neal H. Moritz,3,Christian Wagner,Columbia Pictures,5,Canada,2
Touch of Evil,tt0052311,http://www.imdb.com/title/tt0052311/,8.2,0.829,4,1958,1.583333333,English,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Charlton Heston,0,Janet Leigh,1,Orson Welles,0,31,Orson Welles,0,1,Albert Zugsmith,1,Aaron Stell,Universal International Pictures (UI),1,United States of America,1
Tower Heist,tt0471042,http://www.imdb.com/title/tt0471042/,6.2,75,11,2011,1.733333333,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller,0,Eddie Murphy,0,Casey Affleck,0,55,Brett Ratner,0,1,Brian Grazer,3,Mark Helfrich,Universal Pictures,4,United States of America,1
Toy Story,tt0114709,http://www.imdb.com/title/tt0114709/,8.3,30,10,1995,1.35,English,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks,0,Tim Allen,0,Don Rickles,0,13,John Lasseter,0,1,Bonnie Arnold,2,Robert Gordon,Pixar Animation Studios,1,United States of America,1
Toy Story 2,tt0120363,http://www.imdb.com/title/tt0120363/,7.9,90,10,1999,1.533333333,English,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks,0,Tim Allen,0,Joan Cusack,1,24,John Lasseter,0,1,Karen Robert Jackson,2,Lee Unkrich,Pixar Animation Studios,1,United States of America,1
Toy Story 3,tt0435761,http://www.imdb.com/title/tt0435761/,8.5,200,6,2010,1.716666667,English,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks,0,Tim Allen,0,Ned Beatty,0,45,Lee Unkrich,0,1,John Lasseter,2,Ken Schretzmann,Walt Disney Pictures,2,United States of America,1
Tracker,tt1414378,http://www.imdb.com/title/tt1414378/,6.5,6.5,5,2010,1.7,English,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Winstone,0,Temuera Morrison,0,Andy Anderson,0,8,Ian Sharp,0,1,Trevor Haysom,2,Sean Barton,T.H.E. Films,3,New Zealand,2
Trading Places,tt0086465,http://www.imdb.com/title/tt0086465/,7.5,40.6,6,1983,1.933333333,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eddie Murphy,0,Dan Aykroyd,0,Jamie Lee Curtis,1,15,John Landis,0,1,Aaron Russo,3,Malcolm Campbell,Paramount Pictures,2,United States of America,1
Trailer Park Boys: The Movie,tt0425601,http://www.imdb.com/title/tt0425601/,7.3,5,10,2006,1.583333333,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Paul Tremblay,0,Robb Wells,0,Mike Smith,0,12,Mike Clattenburg,0,1,Mike Clattenburg,1,Jeremy Harty,Alliance Films,1,Canada,1
Training Day,tt0139654,http://www.imdb.com/title/tt0139654/,7.7,45,10,2001,2.033333333,English,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Denzel Washington,0,Ethan Hawke,0,Scott Glenn,0,14,Antoine Fuqua,0,1,Jeffrey Silver,2,Conrad Buff IV,Village Roadshow Pictures,5,Australia,2
Trainspotting,tt0117951,http://www.imdb.com/title/tt0117951/,8.2,4,2,1996,1.55,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ewan McGregor,0,Ewen Bremner,0,Jonny Lee Miller,0,23,Danny Boyle,0,1,Andrew Macdonald,1,Masahiro Hirakubo,Miramax Films,5,United Kingdom,1
Traitor,tt0988047,http://www.imdb.com/title/tt0988047/,7,22,8,2008,1.9,العربية,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Cheadle,0,Guy Pearce,0,Neal McDonough,0,17,Jeffrey Nachmanoff,0,1,Don Cheadle,6,Billy Fox,Hyde Park Films,4,United States of America,1
Trance,tt1924429,http://www.imdb.com/title/tt1924429/,7,20,3,2013,1.683333333,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,James McAvoy,0,Vincent Cassel,0,Rosario Dawson,1,15,Danny Boyle,0,1,Danny Boyle,2,Jon Harris,Cloud Eight Films,4,United Kingdom,2
Transamerica,tt0407265,http://www.imdb.com/title/tt0407265/,7.5,1,12,2005,1.716666667,English,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Felicity Huffman,1,Kevin Zegers,0,Elizabeth Peña,1,13,Duncan Tucker,0,1,Rene Bastian,3,Pam Wise,IFC Films,2,United States of America,1
Transformers,tt0418279,http://www.imdb.com/title/tt0418279/,7.2,150,6,2007,2.4,Español,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shia LaBeouf,0,Josh Duhamel,0,Megan Fox,1,38,Michael Bay,0,1,Don Murphy,4,Paul Rubell,Paramount Pictures,9,United States of America,1
Transformers: Dark of the Moon,tt1399103,http://www.imdb.com/title/tt1399103/,6.4,195,6,2011,2.566666667,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shia LaBeouf,0,John Malkovich,0,Ken Jeong,0,39,Michael Bay,0,1,Don Murphy,5,William Goldenberg,Paramount Pictures,4,United States of America,1
Transformers: Revenge of the Fallen,tt1055369,http://www.imdb.com/title/tt1055369/,6,150,6,2009,2.5,English,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shia LaBeouf,0,Megan Fox,1,Josh Duhamel,0,37,Michael Bay,0,1,Lorenzo di Bonaventura,4,Roger Barton,Paramount Pictures,7,United States of America,1
Transporter 2,tt0388482,http://www.imdb.com/title/tt0388482/,6.3,32,8,2005,1.45,English,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jason Statham,0,Amber Valletta,1,Kate Nauta,1,10,Louis Leterrier,0,1,Luc Besson,2,Christine Lucas Navarro,Canal Plus,7,France,2
Transsiberian,tt0800241,http://www.imdb.com/title/tt0800241/,6.7,15,1,2008,1.85,English,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Woody Harrelson,0,Emily Mortimer,1,Kate Mara,1,16,Brad Anderson,0,1,Álvaro Augustín,7,Jaume Martí,Lietuvos Kinostudija,9,Germany,4
Treasure Planet,tt0133240,http://www.imdb.com/title/tt0133240/,7,140,11,2002,1.583333333,English,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joseph Gordon-Levitt,0,Brian Murray,1,David Hyde Pierce,0,28,Ron Clements,0,2,Ron Clements,3,Michael Kelly,Walt Disney Pictures,2,United States of America,1
Tremors,tt0100814,http://www.imdb.com/title/tt0100814/,7.2,11,1,1990,1.6,English,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Kevin Bacon,0,Fred Ward,0,Finn Carter,1,15,Ron Underwood,0,1,Brent Maddock,2,O. Nicholas Brown,Universal Pictures,2,United States of America,1
Tremors 2: Aftershocks,tt0114720,http://www.imdb.com/title/tt0114720/,5.9,4,4,1996,1.666666667,English,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fred Ward,0,Chris Gartin,0,Helen Shaver,1,8,S. S. Wilson,0,1,Nancy Roberts,2,Bob Ducsay,MCA/Universal Pictures,2,United States of America,1
Tremors 4: The Legend Begins,tt0334541,http://www.imdb.com/title/tt0334541/,5.3,5,1,2004,1.683333333,English,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Michael Gross,0,Sara Botsford,1,Billy Drago,0,13,S. S. Wilson,0,1,Nancy Roberts,1,Harry B. Miller III,Stampede Entertainment,1,United States of America,1
Triangle,tt1187064,http://www.imdb.com/title/tt1187064/,6.9,12,10,2009,1.65,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Melissa George,1,Liam Hemsworth,0,Emma Lung,1,9,Christopher Smith,0,1,Chris Brown,3,Stuart Gazzard,Dan Films,7,Australia,2
Trick,tt0162710,http://www.imdb.com/title/tt0162710/,7.2,0.45,7,1999,1.483333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Tori Spelling,1,Christian Campbell,0,John Paul Pitoc,0,4,Jim Fall,0,1,none,0,none,Fine Line Features,1,United States of America,1
Tristan & Isolde,tt0375154,http://www.imdb.com/title/tt0375154/,6.9,31,4,2006,2.083333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Franco,0,Sophia Myles,1,Rufus Sewell,0,21,Kevin Reynolds,0,1,Lisa Ellzey,4,Peter Boyle,Twentieth Century Fox Film Corporation,8,Czech Republic,3
Tron,tt0084827,http://www.imdb.com/title/tt0084827/,6.8,17,7,1982,1.6,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jeff Bridges,0,Bruce Boxleitner,0,David Warner,0,12,Steven Lisberger,0,1,Harrison Ellenshaw,2,Jeff Gourson,Walt Disney Pictures,2,United States of America,1
TRON: Legacy,tt1104001,http://www.imdb.com/title/tt1104001/,6.9,170,12,2010,2.083333333,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Garrett Hedlund,0,Jeff Bridges,0,Olivia Wilde,1,23,Joseph Kosinski,0,1,Sean Bailey,3,none,Walt Disney Pictures,6,United States of America,1
Tropa de Elite,tt0861739,http://www.imdb.com/title/tt0861739/,8.1,4,10,2007,1.916666667,Português,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagner Moura,0,Caio Junqueira,0,André Ramiro,0,10,José Padilha,0,1,José Padilha,2,Daniel Rezende,The Weinstein Company,8,Brazil,1
Tropic Thunder,tt0942385,http://www.imdb.com/title/tt0942385/,7,92,8,2008,1.783333333,English,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller,0,Jack Black,0,Robert Downey Jr.,0,74,Ben Stiller,0,1,Eric McLeod,4,Greg Hayden,DreamWorks SKG,4,United States of America,3
Troy,tt0332452,http://www.imdb.com/title/tt0332452/,7.2,175,5,2004,2.716666667,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt,0,Orlando Bloom,0,Eric Bana,0,20,Wolfgang Petersen,0,1,Colin Wilson,3,Peter Honess,Plan B Entertainment,6,United States of America,3
True Grit,tt1403865,http://www.imdb.com/title/tt1403865/,7.7,38,12,2010,1.833333333,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jeff Bridges,0,Matt Damon,0,Josh Brolin,0,31,Ethan Coen,0,2,Ethan Coen,3,none,Paramount Pictures,4,United States of America,1
True Lies,tt0111503,http://www.imdb.com/title/tt0111503/,7.2,115,7,1994,2.35,English,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Arnold Schwarzenegger,0,Jamie Lee Curtis,1,Tom Arnold,0,10,James Cameron,0,1,Stephanie Austin,2,Conrad Buff IV,Twentieth Century Fox Film Corporation,2,United States of America,1
True Romance,tt0108399,http://www.imdb.com/title/tt0108399/,8,12.5,9,1993,2,English,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Christian Slater,0,Patricia Arquette,1,Michael Rapaport,0,40,Tony Scott,0,1,Gary Barber,4,Michael Tronick,Davis-Films,4,United States of America,1
Trust,tt1529572,http://www.imdb.com/title/tt1529572/,7,9.5,9,2010,1.733333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Clive Owen,0,Catherine Keener,1,Liana Liberato,1,32,David Schwimmer,0,1,Tom Hodges,6,Douglas Crise,Nu Image Films,3,United States of America,1
Tsotsi,tt0468565,http://www.imdb.com/title/tt0468565/,7.3,3,8,2005,1.566666667,Afrikaans,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Presley Chweneyagae,0,Jerry Mofokeng,0,Terry Pheto,1,16,Gavin Hood,0,1,Peter Fudakowski,1,Megan Gill,Movieworld Productions,4,South Africa,1
Tucker and Dale vs Evil,tt1465522,http://www.imdb.com/title/tt1465522/,7.6,5,1,2010,1.483333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alan Tudyk,0,Tyler Labine,0,Katrina Bowden,1,15,Eli Craig,0,1,Morgan Jurgenson,4,Bridget Durnford,Eden Rock Media,1,Canada,2
Tulitikkutehtaan tyttö,tt0098532,http://www.imdb.com/title/tt0098532/,7.6,0.4747,9,1990,1.1,suomi,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kati Outinen,1,Elina Salo,1,Esko Nikkari,0,17,Aki Kaurismäki,0,1,Aki Kaurismäki,3,Aki Kaurismäki,Svenska Filminstitutet,4,Finland,2
Twelve Monkeys,tt0114746,http://www.imdb.com/title/tt0114746/,8.1,29.5,12,1995,2.15,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Bruce Willis,0,Madeleine Stowe,1,Brad Pitt,0,65,Terry Gilliam,0,1,Charles Roven,1,Mick Audsley,Universal Pictures,3,United States of America,1
Twilight,tt1099212,http://www.imdb.com/title/tt1099212/,5.2,37,11,2008,2.033333333,English,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kristen Stewart,1,Robert Pattinson,0,Billy Burke,0,26,Catherine Hardwicke,1,1,none,0,none,Summit Entertainment,6,United States of America,1
Twin Peaks: Fire Walk with Me,tt0105665,http://www.imdb.com/title/tt0105665/,7.2,10,6,1992,2.233333333,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Sheryl Lee,1,Ray Wise,0,Mädchen Amick,1,65,David Lynch,0,1,Francis Bouygues,2,Mary Sweeney,New Line Cinema,2,United States of America,1
